global_scenario_id,local_scenario_id,source_folder,seed,thrust_angle_deg,mu,a,e,nu,m,I_diag,N,tf,epsilon,rs,n_agents,x0_r,x0_v,x0_phi,x0_omega,xf_r,xf_v,xf_phi,xf_omega
100,100,baseline_20260822_180915,1787418654,15.0,398000000000000.0,7429148.709029739,0.16628602762901076,0.2617993877991494,127.17064584439001,"[32176.97289012523, 218156.92347992052, 245504.77583360675]",68,681.0546538057581,6.263537540589585e-05,"[[-39.52394041848781, 17.39868715775372, -12.317956974932606], [-18.62345968335175, -4.4023094977606245, 10.510253146403702], [-10.430731999674137, -22.96801735646641, 14.462866644050006], [-17.51719347495807, -1.1676329806224102, 10.78293535519079], [-13.364776951650796, -11.665482021444213, 13.51142282944381], [20.33521397357693, 17.677310520073263, -9.223683711252756]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[412.0971024669733, 549.3428222954639, -541.848410844024]","[0, 0, 0]","[2.645848950969451, 0.9845166647182215, 0.7232630578440742]","[0, 0, 0]"
101,101,baseline_20260822_180915,1787418655,60.0,398000000000000.0,7051018.16244929,0.17599131255601944,1.0471975511965976,31.526259779897664,"[31429.41827704886, 40386.29255126194, 68412.77295467591]",48,480.18864600039853,2.3160562615254723e-05,"[[-29.946097142983362, 12.715913907200855, 9.231948862288474], [15.967007841095283, 1.9545691307477207, 37.65118202551682], [-9.26065483669544, -6.494403041513641, 46.261244326276206], [-0.8019528848969082, 6.946359852273646, -2.9322728086861587], [5.562804124496218, 3.384562223920884, 4.381474994446269], [-19.75998299913214, -11.369645037837538, -1.7885983070147025]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[108.3635468581403, -422.8077069926653, 373.0978720963135]","[0, 0, 0]","[-2.953965700992626, -0.538085287890946, 0.788940695537707]","[0, 0, 0]"
102,102,baseline_20260822_180915,1787418656,60.0,398000000000000.0,8175673.564404959,0.10644178092792789,1.0471975511965976,421.0293274141467,"[409329.67703669355, 469707.1215022593, 738644.0899822374]",35,358.8906820871142,1.0932559405012424e-06,"[[-3.563681688409019, -11.777766627799954, 4.722038800378958], [16.642951779753037, 35.153153869708184, -2.185407757894695], [-13.427165820246877, -23.480164101033164, 16.526347784313355], [21.494129329007336, -37.746867677499914, -2.52042502033992], [2.989810015941245, 3.321749283357454, -3.074924425830629], [36.65087050366186, 8.042490369334642, -24.728324405414686]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-121.09976498274179, -649.5805082171363, -456.02890572940237]","[0, 0, 0]","[0.15523361910405822, -0.7240177926833586, -2.928967209527747]","[0, 0, 0]"
103,103,baseline_20260822_180915,1787418657,60.0,398000000000000.0,8109029.991368188,0.09604148725252024,1.0471975511965976,148.61513684738307,"[42497.5922575139, 158871.13398284127, 193636.52874640634]",82,820.4331933889714,8.400238695390212e-05,"[[-15.857715378777238, -3.692606584646789, 30.483442136552636], [-42.89414471641613, 8.8588028786207, 18.273260179756996], [16.532953891202748, -17.927279968217615, 28.164231242886455], [3.4198748259661644, 2.468384706318315, 4.197811248112896], [-8.443666470978112, -45.30616879996336, -2.7665891635779136], [-3.7124530841259937, -28.617288309395725, 4.942388038145398]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[200.16507658983397, 72.55332244930567, -279.9419821829355]","[0, 0, 0]","[-0.2292525085606793, -2.491341061068945, -1.8930737641789714]","[0, 0, 0]"
104,104,baseline_20260822_180915,1787418658,60.0,398000000000000.0,7245956.983481323,0.25517926909347405,1.0471975511965976,218.0844208189512,"[113701.27309068649, 204644.90833744174, 295628.7019529484]",31,319.9416755050111,2.4316335453003136e-05,"[[-1.6640102917519233, 6.792146944719269, 12.253072744643944], [10.916365247660796, 5.842852063493011, 0.8773614825851344], [-21.35479147483816, -38.009118409760994, 11.942683269034953], [-8.346813012123475, -2.7045049550213482, -4.553158073555351], [15.641054421847441, 15.914129714532612, -12.48929230759529], [-12.858968681089912, -21.812901880408173, 6.313643588855451]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-48.61309247837726, -133.0457169811491, -69.25716376203599]","[0, 0, 0]","[0.24717623005749578, -1.2467377436298037, 0.9456272486603009]","[0, 0, 0]"
105,105,baseline_20260822_180915,1787418659,60.0,398000000000000.0,8155103.338161493,0.17096800282570054,1.0471975511965976,352.8152610029877,"[81125.92450575269, 579212.6440435813, 588632.5650517709]",66,664.6601559202522,9.550134900862852e-05,"[[9.876684658279865, 12.635365837258393, -6.00746393738582], [12.82842760642806, -13.830321038781156, -0.5987250931136188], [30.835732469845755, 0.22611610457826006, 30.662247529658327], [28.606283272428833, 23.73437894840115, 24.023838826761835], [2.9298774186784162, 10.618084494624181, -2.0654591996792586], [-10.15469734306103, 2.4549699314681233, 9.880555023452802]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[486.0274688960768, 115.84748294439093, 368.896329254987]","[0, 0, 0]","[0.35900063390272385, -2.276791327529464, -0.6311826752062084]","[0, 0, 0]"
106,106,baseline_20260822_180915,1787418660,60.0,398000000000000.0,7863148.320465617,0.28736369172464954,1.0471975511965976,460.08958370591256,"[418078.28810934833, 561452.0049052576, 719536.4374896174]",50,504.69063702846955,8.687997640688951e-05,"[[13.5167055211554, -5.688441084014516, -2.426600258197164], [4.0208789337101205, 17.00127085089007, 16.282219707877513], [-19.350774275328124, -13.045611061272146, 0.8504147372516303], [10.69665088397509, -28.72404184089682, 7.496217113715852], [-24.700484494940824, -39.70961366180364, 6.215349414930138], [3.8063114899545876, 2.2770223976732007, 2.7641300481305286]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[748.1396462839773, 40.23153374210349, -343.1352426269523]","[0, 0, 0]","[0.43260598360617514, -1.6951534412127702, -0.29477569430230044]","[0, 0, 0]"
107,107,baseline_20260822_180915,1787418661,60.0,398000000000000.0,7449644.9742322825,0.2451314782918661,1.0471975511965976,62.89108742995233,"[48162.63921970297, 69126.01585579093, 71228.25134561709]",73,737.6832804085986,6.496651212904724e-06,"[[-14.666105805891943, -14.896831826339938, -3.2347094353668315], [-20.4799423075545, -1.5603081296469052, -1.1574859891130334], [43.38280404432805, -4.212645987932798, 21.77855340791073], [-37.49741678509557, -9.903169872170453, 13.10882464445007], [41.33001207810557, -16.371419868685905, -9.866078633906579], [-3.028536480788443, 11.326153485066875, 3.287253826660076]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-158.34633513398626, -22.015730033456045, 46.260878794852935]","[0, 0, 0]","[1.6260331226515674, -1.618460956978415, 1.65741520366489]","[0, 0, 0]"
108,108,baseline_20260822_180915,1787418662,60.0,398000000000000.0,7229778.779873437,0.15733311403352207,1.0471975511965976,4.252893006239175,"[3023.039295229982, 3185.7917577358116, 4820.261955705412]",79,793.1703199518167,7.621411956513732e-05,"[[-2.6539670287614023, 3.7541805238878805, 2.2540613604356565], [-17.469818110498267, -14.654194950629748, -27.95756461364216], [-1.5188376056836208, -15.56661208139339, 0.6142740542784643], [5.551889140849116, 23.429074095240896, 13.41125960859042], [-38.00682219030668, 25.516803536463126, 6.669214570404548], [35.22505398299521, -7.310065454682858, -28.497594271903566]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-201.01311998252686, 77.94728453318957, -20.135988123888882]","[0, 0, 0]","[0.13594273466229878, 0.26165672691867453, 1.1641707345833847]","[0, 0, 0]"
109,109,baseline_20260822_180915,1787418663,60.0,398000000000000.0,7865329.623664134,0.20450361852976603,1.0471975511965976,491.45843162440923,"[460493.36825169745, 478635.5229000731, 927798.9285122934]",76,769.1975855716037,3.2166793158214505e-05,"[[4.332474587868713, 2.916466258787601, 15.721072171195583], [-2.141212650171257, 14.658191845332919, -3.469170962784434], [0.5687211649576092, -17.637752877607358, -38.247385537850356], [-38.369194347873574, 2.742660168705176, -22.836839758232813], [-1.2682818062203998, -12.806690547006559, -8.95122096312542], [1.9109600642323683, 2.265570225938746, 6.3631267725584895]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-160.6767361930781, -401.39163186748476, -541.5453282896049]","[0, 0, 0]","[-1.7318796900615616, 0.6203928970025319, 2.3781066604345673]","[0, 0, 0]"
110,110,baseline_20260822_180915,1787418664,60.0,398000000000000.0,7576864.617084635,0.05677256662732397,1.0471975511965976,348.3430276982616,"[191741.28819003032, 564303.5886207357, 598912.8548276782]",53,538.4854685405655,5.1726780331296086e-05,"[[-16.010160746819224, -0.06635878029856664, 5.374136477734622], [13.197912371673068, -39.344039221191096, 6.114194308014967], [8.110473108993938, -25.47423329607612, -3.37175535724749], [28.16519895434792, -13.441534482121387, -7.898694262462478], [19.930782735587034, 5.164462734556412, 39.42682895769059], [-10.951053965874646, -0.9435915980171444, 22.057324133534426]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-253.55013820414982, -84.27351513845828, 307.00692401718777]","[0, 0, 0]","[-0.3114972333366276, 1.3595911031757295, -0.35785954884099025]","[0, 0, 0]"
111,111,baseline_20260822_180915,1787418665,60.0,398000000000000.0,7553803.282675164,0.2663371623194937,1.0471975511965976,4.6072095660990655,"[2787.3800807220623, 4260.738481225861, 6699.670875791604]",48,488.90209782113175,4.509387437630177e-05,"[[11.807523000267064, 10.390846021151335, 13.55477382617627], [-5.784755064953937, -2.765484887999799, -29.35786106997201], [22.28319085961125, -33.77208930090092, 9.625102475255753], [11.405597072943431, 8.319617639461693, -14.022669238723909], [-12.613078519218957, -1.6720420139459231, 14.284486527618466], [-15.053409050029948, -16.42951442252522, 31.268748171387806]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-214.167509452617, 507.22344988627793, 278.39858543238006]","[0, 0, 0]","[1.8442095747967218, 0.18498724051352536, -2.3216362345920687]","[0, 0, 0]"
112,112,baseline_20260822_180915,1787418666,60.0,398000000000000.0,7326174.710185038,0.2631585398989652,1.0471975511965976,297.8583288523243,"[140081.35115055033, 261510.18775923466, 318695.09158301295]",87,870.5704889849463,8.78920525098133e-05,"[[34.268353853100464, 5.209836143387187, 7.411464558342732], [-5.1282967323220525, 3.3718600141887407, -6.5500819827134835], [-0.3234233177573138, -7.141493993098148, -1.5863943026140874], [-4.112408794487925, -3.713346873493116, 0.8526925061439339], [-23.245147254791224, 12.266416681370846, -15.236771203206029], [3.016555380338201, -27.835749604991374, 13.156212205149455]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[107.66756187253178, -52.971423656694355, -187.19663254568067]","[0, 0, 0]","[0.6559683038805556, -0.7412149603593543, 1.4615407047799789]","[0, 0, 0]"
113,113,baseline_20260822_180915,1787418667,60.0,398000000000000.0,7326004.360786453,0.25361544071517217,1.0471975511965976,73.29196993656961,"[79912.82114846591, 112627.0576746067, 142618.42974582379]",82,828.7859282101596,3.9520718407885455e-05,"[[-14.575471855552477, 46.37075598157905, -5.972213963797742], [32.499990554964704, -1.6299270385980928, -5.866398440216533], [13.604184012797031, 14.293651875239506, 26.669747550608204], [-18.117054726794, -13.166922692791973, -14.014588372653273], [10.32938546455977, -19.505589623676734, -7.699986680895659], [9.122013184917995, -17.050446948562186, 4.4707534634164885]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-364.8876856112368, 109.1373340585089, -445.97802501138045]","[0, 0, 0]","[-0.4367556857827186, 1.7384957286111293, 0.49626376105974707]","[0, 0, 0]"
114,114,baseline_20260822_180915,1787418668,60.0,398000000000000.0,8191083.807151159,0.09542615423291642,1.0471975511965976,110.61934542006897,"[76537.75528595832, 96551.5289551467, 145129.8632962285]",60,602.957471862328,3.0263080838741542e-05,"[[20.819507311782786, 20.50680384733139, -31.986922229541413], [4.691295221587742, -22.689686241744067, 13.502561142162183], [-17.229452786286252, -3.2000513303989124, -22.813153293642074], [8.664568228233188, -7.435837237428415, -40.897710385752305], [-35.03980961804439, -17.480863615584354, -25.789916691909905], [-16.138865073743066, 4.624467762969273, -15.622724641818346]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-489.67465250979586, -382.7992279178472, 185.58773129924865]","[0, 0, 0]","[1.0128000169576887, -0.06413238290196442, -1.7366269180500111]","[0, 0, 0]"
115,115,baseline_20260822_180915,1787418669,60.0,398000000000000.0,7735453.250614179,0.23304337940983635,1.0471975511965976,302.3050103280399,"[147964.56252502665, 179984.1073742706, 190815.2531177429]",45,458.49733146935534,2.1337044386421143e-05,"[[19.792959452192054, -27.321775098446484, -13.745166354118524], [0.5790420935611261, -0.7569755306565055, 7.057598693688983], [19.351411880607465, 4.01349232472254, -28.000176692667363], [29.82286794963439, 4.233785610648125, -15.633010317309928], [1.2452281416846176, 19.80850354726897, -14.889450728655234], [-18.15514795352074, -4.17611102417764, 3.7795003961937867]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[728.3146079889106, 146.03660155202783, 299.43146417138695]","[0, 0, 0]","[-0.23076129464985082, 2.5128845542373015, -0.5528500377470833]","[0, 0, 0]"
116,116,baseline_20260822_180915,1787418670,60.0,398000000000000.0,7422856.382139522,0.10458077354135442,1.0471975511965976,340.57673088899907,"[130584.30287799505, 509625.78959074395, 584562.6620512729]",33,330.8735788616941,8.761644255038102e-05,"[[10.323246751389712, 9.436544661851826, 4.460753632440826], [-5.819753328107059, 10.56202416656011, -3.6291999876823735], [5.467962431272701, 0.011328349187811029, 2.035981372302014], [34.05683466160828, -4.3202207432975825, -4.834407526888333], [-12.40251387211809, -8.082883492815117, 0.6183938779684168], [-0.0936851138677286, 38.85124353241699, -29.8663374272153]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[110.30417960119043, -220.45432870158973, -285.26014976831016]","[0, 0, 0]","[-1.8105476361802006, 0.6563942645332029, -1.1950255363561124]","[0, 0, 0]"
117,117,baseline_20260822_180915,1787418671,60.0,398000000000000.0,7757058.211572144,0.23076847530699932,1.0471975511965976,231.43389606767727,"[25825.621867063077, 140189.37706456054, 155651.1823900768]",84,847.7514514993125,9.03653130051636e-05,"[[20.680735741698147, 14.818895667666485, 16.720972114046116], [-34.433546303560476, -21.19872090223715, -1.3437605521979787], [-0.16239571731273952, 11.757875149563306, 23.624429597479566], [22.762704398346063, 6.508378645221628, -40.43183161336082], [18.2322925920733, 4.138072537184755, -28.022447993346614], [-38.46458304977752, -24.712609616884333, 10.11308213657417]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[109.02672159865165, 806.1838119148509, -445.11523582616303]","[0, 0, 0]","[-1.3419113129387057, -0.878099439783574, 0.500314775856179]","[0, 0, 0]"
118,118,baseline_20260822_180915,1787418672,60.0,398000000000000.0,7823131.70389973,0.23636916618513187,1.0471975511965976,291.10765643864494,"[167454.50770453413, 291486.5032931292, 318181.73441707133]",62,626.1500624874516,6.888257429804445e-05,"[[32.51287553009648, 18.41696276032628, 10.629982810661954], [0.4499821524501155, 10.892764153567606, 8.107701526685242], [-16.4278980571889, -9.500869644569114, -17.408233266053518], [-13.61524942233399, -6.093974861812704, -8.096379298804083], [-32.619718981724624, 31.103085065564795, -15.855356652461301], [1.2357988829643065, -11.509210834874617, 12.017545006979338]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-188.7254555916081, 111.15945443084344, 133.2763253344691]","[0, 0, 0]","[0.47998350750967367, -2.5395817195745565, 0.7647172537765694]","[0, 0, 0]"
119,119,baseline_20260822_180915,1787418673,60.0,398000000000000.0,7894648.061702373,0.18977836226081224,1.0471975511965976,260.5951890497782,"[114422.62609508184, 547068.176785497, 594758.8146402632]",34,342.3070520286435,8.662751119234057e-05,"[[10.381309838497973, 47.271779255711195, 9.454605010300817], [3.480536815467059, 5.867233684034444, 2.8719378587101927], [-24.43416337308949, -12.69752210047037, -8.79831414956881], [-8.725727663139617, 45.067981837411594, 13.66195944501568], [-1.1445885346707476, -19.62012570692584, -16.910937996379403], [9.819052195439106, 4.403324478354012, -0.6478498920769769]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[51.89867435548385, -8.948837259368835, 31.8646547765133]","[0, 0, 0]","[-1.0261006973606814, -2.1347720036026177, -1.7289588818385742]","[0, 0, 0]"
120,120,baseline_20260822_180915,1787418674,60.0,398000000000000.0,7801363.920473098,0.2079671953001383,1.0471975511965976,143.9260188086788,"[101079.5352556608, 121242.6761988731, 177196.61494208183]",68,684.507031276145,9.011213270726279e-05,"[[1.4387112037527379, -4.888322010983712, 8.74135774727399], [-30.567356267984422, 7.765050389141252, 5.344527440053517], [10.68775439721229, 6.155889145669532, 2.247837379271569], [-39.17853078293152, 11.712949780208094, 9.389787430496826], [-8.630332438053182, 31.63851797653578, 33.388971039009704], [7.130473585770374, -16.636624115808186, 16.30048343018342]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[508.9317921993677, 65.39952767364531, -135.1524466188065]","[0, 0, 0]","[0.8575110876812742, 0.8496179687189478, 0.8359944863219505]","[0, 0, 0]"
